prospect_id,hashed_email,hashed_phone,curp_hash,first_identified_ts,geo_state,age_band,income_band,segment_label,intent_band,lead_quality_score,is_existing_customer
PR006367,f3f0db22995563d29ce9949d16318b5f,42574334a966ebb48b6e8f4a,58354634240a8dc4416393fd,2025-07-27 20:23:30,CDMX,25-34,20k-35k,Joven digital,Media,73.09,0
PR006368,bca4f6301c420dde3223ca2a73598316,954b8823f740431f76617a72,cd55f9edf76c20441f8b0ae2,2025-03-16 17:38:54,Guanajuato,35-44,20k-35k,Cliente existente digital,Media,60.8,1
PR006369,18d0cf42b37916005029513ded7e18de,a386862a687ac08ba263f1bf,7d4af026714338c2b3a6e570,2025-05-18 05:17:23,Jalisco,35-44,0-10k,Cliente existente digital,Alta,76.9,1
PR006370,ddcce63519bb8ab6c7364b0c345e8dbc,142c1c9ac4b31cb479b49bb3,8471a78f3a91285c2b931cd0,2025-03-11 13:01:11,Baja California,18-24,50k+,Joven digital,Media,59.63,0
PR006371,df2bd710989b8ef2019e3b4d881f9998,e7e44dc6a8ccc2a9089a3220,4b4cb8e485525efd0e3c1747,2025-04-19 05:47:17,Otros,18-24,35k-50k,Prospecto informativo,Baja,41.96,0
PR006372,79295fe362e7a5d7a7b0ebc655c5e259,db14074ca764047629a1b871,fa39a5c9e35e6d6279799478,2025-04-20 02:42:54,Jalisco,45-54,50k+,Prospecto informativo,Media,57.2,0
PR006373,31d0b01a29cc825af17c830923ba7703,2fe102022bf0ffceaceedc7b,2b80783c67aad0cc80eb97f6,2025-09-15 09:50:47,Veracruz,35-44,10k-20k,Baja intención masivo,Baja,33.16,0
PR006374,bf0eccbe09491cdc6102b187e9224a7d,e52943daa561d888422ce25b,ed447bbee10d61e5afdd11ff,2025-06-07 12:29:42,Jalisco,25-34,20k-35k,Joven digital,Alta,82.87,0
PR006375,69f02d48960ac4db8f946adcd150670c,3c6da185b79a97b5e93ece51,e175ac6ad694266a5b504015,2025-10-03 12:36:41,CDMX,35-44,20k-35k,Asalariado consolidado,Baja,58.49,0
PR006376,373aa7b25b5616f35c404a3827287e8e,8292183afbec5070a52046c4,7566fee22f1d3b942768c14d,2025-06-12 04:30:34,Baja California,25-34,0-10k,Joven digital,Media,64.82,0
PR006377,c3264aa0c6097cf26d446a2cec332b20,80d5f4d08d8578a2f15326fc,544675d152a879fdfd5da070,2025-03-21 08:49:09,Estado de México,18-24,10k-20k,Joven digital,Alta,66.85,0
PR006378,5af9e0cb014beb83a725f8eeba47cc0e,1daaf1f41157d33ecc8c8b1c,3e606ee56e05966c58353744,2025-11-11 09:25:23,Otros,25-34,10k-20k,Joven digital,Media,64.12,0
PR006379,4a98f0cd1d1307a561300b750dbf1acb,14232be85d0c39ddb755e19f,b2cc593dac7f3bd70b3b9623,2025-02-23 12:03:30,Guanajuato,45-54,0-10k,Baja intención masivo,Baja,19.85,0
PR006380,384e675dd1daef9a81eb7d8d3c54ee6e,eceab5113bcb2132aa83da59,ae1e4166b7f8dfddc9585d7a,2025-10-10 03:31:16,CDMX,25-34,20k-35k,Joven digital,Media,71.88,0
PR006381,77e3dfb265851c7b340beba43faf0c2b,d26c6856b987afaa8f54b686,a86aed2906f94e9772e7b444,2025-10-17 14:53:57,Estado de México,35-44,35k-50k,Asalariado consolidado,Baja,57.3,0
PR006382,36ec6e3faf20e6ec2e86326dc2d6d5a7,4bb51262a1ccdd4f5d4a1391,13b126fea294a466aa8cf65c,2025-06-28 10:36:24,Jalisco,18-24,50k+,Prospecto informativo,Baja,43.74,0
PR006383,2c5c8adbd14776fd7427945ca3d23755,ae7fda20d5032bf678de9fb9,c99e1aec4860839575bc07b1,2025-10-28 23:27:58,Otros,18-24,10k-20k,Joven digital,Media,63.51,0
PR006384,ebe971308c3413e98145147b9dd370ae,ee260ce0ad4515462180d969,a1531c42278bf1e2a082e404,2025-06-05 05:26:22,Coahuila,25-34,20k-35k,Joven digital,Alta,90.94,0
PR006385,077c3f85009ac99dcbdce6d06e454f3f,67a14cfd01006e6b961f28bf,2821e76854ce045cd4d02331,2025-11-06 16:59:35,Estado de México,25-34,0-10k,Joven digital,Media,54.65,0
PR006386,738c5fc05c00dc282fd22e24806cd218,08ca559ad2e109ffa017eec5,bd2f266741eeb246dbce92ee,2025-08-16 17:29:49,Guanajuato,45-54,10k-20k,Baja intención masivo,Baja,32.77,0
PR006387,d1e9e37d0b94c15f46c8cb10f38f0a87,769a2982813765f985f38180,2c2c7bade4655ebe50d530d2,2025-03-27 16:59:15,Yucatán,45-54,35k-50k,Asalariado consolidado,Media,68.67,0
PR006388,a4c601de6b964fbb062eea1df5769900,b19195e487b73fb93294b185,c8063dcac78f6b5c936bcd50,2025-11-09 16:40:49,Chihuahua,25-34,50k+,Joven digital,Alta,80.44,0
PR006389,ea443a7eff6d4d9e10e2ea5c4439458e,e7a32a20cc0b0c301778b65a,e6daea74530dcc694698a0cc,2025-06-17 06:23:43,CDMX,18-24,50k+,Joven digital,Media,50.74,0
PR006390,7bb26f8249bb4a75373cc09d8894d14d,5322db347c92a0a2505219d1,167c9a79edb8fd420175bf7d,2025-05-11 09:29:05,CDMX,25-34,10k-20k,Baja intención masivo,Baja,34.94,0
PR006391,f76579912cf1b2577090d2b3f6786a6d,a37a5cbefeda13eb21f14fc1,b7d5f612269d986cc4880542,2025-05-11 19:39:43,CDMX,45-54,20k-35k,Asalariado consolidado,Alta,76.81,0
PR006392,e3e0f739d524ce076b83398ec84f2884,e12ad05ab5d0bde51deb0ba3,f66478875eddcc7f65d287b3,2025-01-21 08:09:16,Estado de México,35-44,10k-20k,Prospecto informativo,Alta,80.67,0
PR006393,0a877753015143608250165863a3ce29,89c771253b5abcf08c62a6c5,c4208e1b46518a8eaf616fe0,2025-05-03 12:52:31,Estado de México,45-54,20k-35k,Asalariado consolidado,Media,64.84,0
PR006394,03ede957b9c87326e0e7369de8fe95f0,591e197849a9704bf006bc85,0e1312ee0be8ed4b9a41d5d1,2025-03-05 20:53:39,CDMX,25-34,0-10k,Joven digital,Alta,66.91,0
PR006395,6faadf284821d436a00fa1d11ea435a3,ff2600a112fa5bed57d17392,9855cc61fa510cf0e86e0c40,2025-06-27 18:07:28,Estado de México,35-44,0-10k,Baja intención masivo,Baja,32.16,0
PR006396,31d0d71bbe8d6b32651ece5d346df53d,cb85ef0ad947547c05ca2242,a2b6918d3ea35e68c807b6fc,2025-08-01 14:40:40,Estado de México,35-44,50k+,Prospecto informativo,Baja,72.5,0
PR006397,41991b11c3d728a1c01745c63ed87470,639cd5d519eb2987969b3316,ca85a27be87dbf6b5e9f9c93,2025-07-30 14:40:22,CDMX,35-44,10k-20k,Prospecto informativo,Media,52.96,0
PR006398,875adb181083f459284b9ec42aa483b0,bf981365c343b4aad0d78383,6fb07ad02444284a6605653c,2025-03-04 23:14:13,Otros,25-34,35k-50k,Joven digital,Alta,79.67,0
PR006399,cd9d5a6791bf50b108dcb65e051e1419,e39c1e3f2ec6251fb6828fbc,5e8cc2591075b1710dc475b8,2025-10-06 16:13:27,Querétaro,25-34,0-10k,Joven digital,Media,58.13,0
PR006400,7063b889e05552fdef1fd50ce933abc2,0d0156430404b12235662b36,17a272b3c57d2af96effbf38,2025-11-30 15:39:09,Estado de México,25-34,35k-50k,Joven digital,Alta,80.77,0
PR006401,7d6884d1bc4d3414d2db063b303047e3,65939cab8ea3a515f7e8b26b,e35331e6d3a014540ad3a8a4,2025-03-19 08:17:16,Puebla,55+,50k+,Prospecto informativo,Media,68.85,0
PR006402,be01e4de4a8e6eab66d03ea2ba3ae8db,353b4c7f577b20c55bd0e8c9,e31bd6045179e3efeb14e2e6,2025-07-08 14:19:05,Nuevo León,25-34,0-10k,Joven digital,Media,58.15,0
PR006403,b3ad28b713c48179eab12b200d61538f,c1bb7b183b68af734f063f50,df9f09aacd27a574c7fa0fe8,2025-04-11 19:28:22,San Luis Potosí,35-44,10k-20k,Prospecto informativo,Alta,77.79,0
PR006404,066f637059645313e6942a94ecbaf1b3,ed5fb6075fe5b6cf9ac45529,f9829f4557dcbb8a06141101,2025-03-28 23:31:14,Querétaro,55+,35k-50k,Prospecto informativo,Baja,44.23,0
PR006405,06d53c813f7adf29c898c982c3b035a9,74d42c3ccc2926b317b57a0d,1c26abe333b26d9691dac406,2025-03-30 14:37:05,Puebla,35-44,0-10k,Prospecto informativo,Media,58.98,0
PR006406,d926096cade841660d8220f14f3eb4b3,f83d043735308dd899b9b939,36cfa320bcfcdb7854ba36d2,2025-09-24 00:06:59,Otros,25-34,10k-20k,Baja intención masivo,Baja,30.8,0
PR006407,8654bbffd32544a2ac45a84584f2babd,1955c5611ddd396a65fa2e90,83c5352bd7136648a38e2133,2025-01-28 07:36:47,San Luis Potosí,18-24,10k-20k,Joven digital,Media,59.98,0
PR006408,4301a86c6f964bb90e31c8c8a09ce230,d1685b1818672d534e17c2a5,3ad2a94e7a7130400d2da534,2025-11-12 21:43:11,Michoacán,45-54,0-10k,Prospecto informativo,Media,51.61,0
PR006409,f15b00ab14fac1d770ad8694baa65309,3189277fe16457db3a354210,393bd0de53e66b18eb89d4d3,2025-12-18 11:10:07,Jalisco,45-54,0-10k,Prospecto informativo,Media,49.53,0
PR006410,c336db47236baf28012aabad71290cbe,9fa5eb34c9f86ac5f07f93e4,343a15fce12c2d4adc839b10,2025-11-11 14:50:47,CDMX,55+,10k-20k,Cliente existente digital,Alta,71.85,1
PR006411,db82be40070fa84464816b43de4017ea,e51db7b492dc87177ec75f19,b58e3b8d6e58ee07132747da,2025-09-15 02:33:48,Coahuila,25-34,10k-20k,Baja intención masivo,Baja,36.94,0
PR006412,a20a697816eda67bf4cd14796a54efab,5674cb3f70d96c25239d12be,e5fad6c29e626b329b051b86,2025-04-19 11:36:40,Estado de México,55+,50k+,Ahorro alto potencial,Alta,80.68,0
PR006413,adb8808f5b4695e98fb4bfa0eb17a9f5,32081f75b59bc4027d9c196b,67b9cf5e6d51ed0179226ce2,2025-08-18 13:57:20,Yucatán,25-34,0-10k,Joven digital,Media,61.48,0
PR006414,d7a3e8ce9900c92c700f1fa645c07c84,c9d2083d29c774981c0e42e1,947b35565b233631bf8fb5b4,2025-08-04 10:05:14,Chihuahua,35-44,0-10k,Prospecto informativo,Media,57.3,0
PR006415,94a04e9d7ecc06c2c8f8da57292671d3,0e3ecd3d9ade81f1cd5eb423,afaeca03b18918e742bd59a1,2025-10-05 09:53:44,Nuevo León,25-34,35k-50k,Cliente existente digital,Media,97.44,1
PR006416,8fd3036fb20f70c6bcee5cd5948177fc,44f65b0c7963a16b3daffe64,49e565d8aeb120df6f439d09,2025-06-04 18:38:43,Nuevo León,25-34,35k-50k,Prospecto informativo,Baja,56.94,0
PR006417,4e557ce900e3289ea44cb7291e3b18d6,eabb5f01389f7a3210b59583,d14bcf35ad97c69962170422,2025-08-09 00:03:56,Puebla,35-44,10k-20k,Cliente existente digital,Baja,44.91,1
PR006418,9ce0e90108556ad0ae46a6bfd70dab95,286592cd339d0428becaedd1,e97303e4cd6a015e91d66036,2025-04-25 17:28:04,Nuevo León,25-34,10k-20k,Baja intención masivo,Baja,24.3,0
PR006419,7d09dc7662b8d56f2db32e4036215d8b,f3bddf7f89beab82ce1b48ca,5352ee9ae8ae3ff5fcb7cf57,2025-03-01 18:23:42,Yucatán,55+,10k-20k,Baja intención masivo,Baja,25.85,0
PR006420,08da61668384451b3674ce0feb54fd5d,cd643d46eff272898bf0f5e0,377d8b2b6706a991d44309f9,2025-03-18 03:51:00,Baja California,25-34,50k+,Joven digital,Media,72.13,0
PR006421,45f59d1b8db9d589439e6ca9bca71074,c85b6dd82f1cbc837d13ba60,8a49b57e62ac3e4baa4e2d92,2025-07-23 16:39:32,Puebla,45-54,35k-50k,Asalariado consolidado,Baja,60.49,0
PR006422,db1f57dff44e923d8ac3d5489d199a9d,d5d554ef0742df625f1e7edc,6e4027974657cda5d4ea3a57,2025-05-08 15:53:57,Baja California,25-34,10k-20k,Joven digital,Media,54.22,0
PR006423,2cd7fdd9fd000a8752b0563ee7fdfba9,4388f47099b2db7b7a350680,284f03ddea5080e461c8eac5,2025-03-24 02:02:24,Puebla,18-24,10k-20k,Joven digital,Media,43.47,0
PR006424,a669f70669cc9358294e73b6202ba9e0,f759c62d93eafaad5ebe1556,c5fabf2bf1dc6e8dbf590550,2025-01-10 15:22:42,Coahuila,25-34,20k-35k,Joven digital,Media,62.35,0
PR006425,b35392ea7b026546bed39e9a61cd4b56,9cbcafbed43413c0c2c1ee0a,c5f340f9cdb610789bd66a46,2025-07-25 15:38:13,Jalisco,45-54,35k-50k,Asalariado consolidado,Baja,73.02,0
PR006426,fd96420fd593b309f2aed01750cf2ff1,7e8a84c54d2a79ea2616fae8,a7a97fff4fd8f6b6555b9050,2025-07-30 02:26:21,Baja California,45-54,0-10k,Prospecto informativo,Media,57.6,0
PR006427,04c82ef79e4b58e48bfcce2a609c6d5a,300a3a6ad739d8c0f28c96c0,aa58bc9ead152c64cb0912ef,2025-10-10 12:35:43,Coahuila,18-24,50k+,Joven digital,Alta,74.07,0
PR006428,0bb6dd268de206c81334d52f36a5c05b,9f8641ab1b1fd84e46376e03,4143ff5e410bce97b82610cf,2025-08-07 07:25:23,Nuevo León,25-34,35k-50k,Cliente existente digital,Alta,93.24,1
PR006429,97f548535773f2e2c9081ba4387bc225,4348dd9ce57262cc7a225bd4,67b47004ef32caf6c5147405,2025-10-12 04:38:15,Guanajuato,25-34,20k-35k,Joven digital,Media,62.06,0
PR006430,7d4586f63208cc447b263767b52e7e39,4ce65d55dfacfb8916a22abf,ec849df5381cf18dd732e669,2025-04-02 19:56:56,San Luis Potosí,35-44,20k-35k,Asalariado consolidado,Media,78.93,0
PR006431,a5870bec5be9975e741e3b60355ed513,cfc805746b2de1e2ea57a21c,c4a025c0857851b79c40b656,2025-08-23 10:15:46,Jalisco,35-44,20k-35k,Asalariado consolidado,Alta,75.63,0
PR006432,deabf813e9895be753ee83b1abb198de,ae21a525c80c92f927702b77,ae55381dfd93d53a68398bbe,2025-01-22 22:05:13,Baja California,45-54,35k-50k,Asalariado consolidado,Baja,55.26,0
PR006433,32d5a873596dac40741eed6437475562,825e4aff81b366da8e0ac38a,01963262e5fbc25ea0621ce3,2025-12-07 01:22:37,Otros,25-34,20k-35k,Cliente existente digital,Baja,56.66,1
PR006434,81c4d28e3ca92abef27c5817c16e6f71,c6e05ec7d5c62225fca814d5,4ae2d7d7c3dc97f1e8455c14,2025-11-23 02:30:01,Otros,18-24,35k-50k,Joven digital,Media,64.31,0
PR006435,cfb6b0cf7b3af2024efaee54ce8bcfbb,01d135a95506fec369752a05,aba4de752c0b46e034989402,2025-08-19 09:57:01,Estado de México,25-34,35k-50k,Prospecto informativo,Baja,53.01,0
PR006436,f933c48fee8ed69485d53eea5586074d,25ea1d37e9ecd776d1d311c7,98afba6e79befd89dcb519ab,2025-08-12 07:32:46,Veracruz,55+,20k-35k,Prospecto informativo,Baja,41.85,0
PR006437,c74521c95235e750f949b9e185ff139e,960e69fed8170409655754e0,1497a1cd07c0c1199351991b,2025-07-30 16:54:09,Otros,35-44,0-10k,Prospecto informativo,Alta,69.94,0
PR006438,bfdc38f6d59e8e26e1150813530244b5,f274e54d159ddac17a7a4b32,0e27cc42100b90392d4f8f19,2025-04-20 10:49:43,Guanajuato,25-34,10k-20k,Baja intención masivo,Baja,24.02,0
PR006439,62c5077b46d3b0564a0db00484f2d0e8,a4f14f230599f89522adddab,a2c0d74376bc0d1eabf52ec1,2025-06-05 17:26:39,CDMX,45-54,10k-20k,Prospecto informativo,Media,38.56,0
PR006440,15d71ae3a615c28635af2d0d91dd4f26,8772d034e374fcfd709bfc8b,2db0b7f4c39c5f6cd460ea5e,2025-08-18 15:18:12,CDMX,35-44,0-10k,Prospecto informativo,Media,54.2,0
PR006441,ec97a03f7d5b481a5ef719875d8cb49f,3468d6b388266819ca41b89f,d1b49d4fbbdf0718965d2fbb,2025-07-06 12:31:17,Chihuahua,25-34,20k-35k,Prospecto informativo,Baja,58.35,0
PR006442,1005842d560dcd556b9a5eb2363c18b3,710e34cd50d753fb220da686,0051926a8dd48f1765d42f47,2025-06-29 12:20:52,Estado de México,18-24,20k-35k,Joven digital,Media,54.87,0
PR006443,ba277e3e2a5e99e8c86c49771e34263c,e00fa27c99abe0da17930595,4b443f1f7dedff74a8e0be79,2025-07-15 22:52:22,Jalisco,45-54,0-10k,Baja intención masivo,Baja,28.04,0
PR006444,6c6492e95e3a625de64d67020cf43f6e,a0c010f096812fbeef594305,a53ef11ded425ea3eb4d01db,2025-11-27 13:16:42,Estado de México,35-44,20k-35k,Asalariado consolidado,Baja,53.8,0
PR006445,e3bbb89cd651f17f81d65f8a4017397b,1f7c8d275f134eb23658978f,4fc9fc4196e6a007f07dbbdb,2025-12-21 04:31:46,Baja California,25-34,10k-20k,Joven digital,Media,57.47,0
PR006446,067e2d4ef42d6f7c2da1be1e29bef5a5,bb2ad65497704692b276ecb6,d07f08768d53ff8d76cb9f47,2025-08-20 17:32:16,Estado de México,25-34,50k+,Joven digital,Media,69.47,0
PR006447,fd22a278688b246ab97d3b82b33a0ca5,e80e49c1ee2afff10b50d7b0,7a73745c7be79aa88e158eb4,2025-05-18 23:44:32,Otros,25-34,20k-35k,Cliente existente digital,Baja,65.5,1
PR006448,d0a96ef22141e5c16664431e720a2295,eb44c27db3cba6c288d97211,485c39aa327625b9cbe61181,2025-11-10 08:36:59,Baja California,35-44,0-10k,Prospecto informativo,Media,62.44,0
PR006449,d1c38f3c683bce6cb85093768e3fdc05,bc2f99532dab6de5875f47ad,ae8ceec04029e7eec8613d93,2025-10-03 19:13:53,Otros,25-34,35k-50k,Joven digital,Media,81.33,0
PR006450,f3d12b890db2c900c387ebb54de4c356,356e533c73991cab0ce86208,31a6265c6239579b7f3065f6,2025-10-07 14:03:28,Otros,25-34,0-10k,Baja intención masivo,Baja,31.02,0
PR006451,d07ffc29972b05070592eed721d1160a,3f9521e0344a634e671d99a2,cbc86b897437b34cdd1ca07a,2025-04-19 08:32:37,Nuevo León,25-34,0-10k,Baja intención masivo,Baja,25.98,0
PR006452,7b32373ec2b71119ec483a21857d6a13,6d72b4cb714ed8a2091b3e1b,b41ddc283647154943aa447e,2025-03-09 04:28:40,Veracruz,55+,10k-20k,Prospecto informativo,Media,47.49,0
PR006453,b5d664be673c385a0ecacdfc0f0d600b,a8763772ba66d7ba3d5ef2cb,4c5afda0dd820c2189a428f4,2025-09-24 21:27:03,CDMX,25-34,0-10k,Joven digital,Media,63.53,0
PR006454,676efe0c82b2c8fe7aa22aa7973e58be,3704b1eba8d8a9a0ae372283,eee62ea62d29c3b31cd66025,2025-05-07 16:38:55,Otros,25-34,35k-50k,Prospecto informativo,Baja,60.35,0
PR006455,b3e42090db6343a8e034162166a35a6d,82b5c9696392773ceb2b7b12,8a706ecd53d03c23090e910f,2025-10-25 06:35:30,Nuevo León,25-34,50k+,Prospecto informativo,Baja,50.02,0
PR006456,a303b60e7f4c23582616bc0b5a664b2e,5435550df681a44bcfc66fa9,0e4af77dbd15e691d1bbe1af,2025-06-01 07:51:44,Yucatán,35-44,35k-50k,Asalariado consolidado,Media,73.89,0
PR006457,8f3559e9f6bb8147c9bbb252cb215dc6,d192dd4deb74523c5656bced,a85f5ae98db57d3760233fdf,2025-06-02 13:32:11,San Luis Potosí,45-54,10k-20k,Prospecto informativo,Media,58.96,0
PR006458,b93f1616ee9ec8c98f96e59824cc1f50,7ec11380873926a1e9c7ed6e,43127b64f7daafe47ccaf76f,2025-02-01 18:17:59,Jalisco,55+,10k-20k,Prospecto informativo,Media,44.9,0
PR006459,b9626fee0abeb072d990204a25d41564,3e4e160699be1052081e9bf7,b16cb3d508fa564676811f2a,2025-08-25 23:51:27,San Luis Potosí,25-34,10k-20k,Baja intención masivo,Baja,32.58,0
PR006460,c221d196fd838a453e2c38a954525da2,54be38571ebcea5138144cad,bf948c886753e443b6eacac2,2025-11-02 23:58:18,CDMX,25-34,0-10k,Joven digital,Media,43.08,0
PR006461,b79514041ee1aecf9eaf659449f71ab1,2eda42c54e82d8de7dc9fc7e,97db2c298e7c31ad1a6e931e,2025-07-02 04:26:16,Estado de México,25-34,35k-50k,Prospecto informativo,Baja,58.21,0
PR006462,3e12f9c19175e131e0c53be97c014cd7,8ab052baf546ad52bcf1a426,b3152170182fa1a8eb5e3d42,2025-10-05 03:26:06,Puebla,45-54,10k-20k,Prospecto informativo,Media,56.86,0
PR006463,bb40664c9dcc215321d19799df6ea048,30f0d77aa0be8eaefb7505c9,884c900fe2c9d3e4e3a2cc4a,2025-04-21 13:28:44,Estado de México,35-44,10k-20k,Baja intención masivo,Baja,33.92,0
PR006464,f6162f720c5c0a5ba009560f711b117b,46284d151fcaecf7fa154fc4,2137d5dfcb23877285696047,2025-11-04 23:13:20,Querétaro,25-34,20k-35k,Prospecto informativo,Baja,50.69,0
PR006465,72d8062959a20ba449c8d1075f77acf1,a23fd2361d996e009a315f04,1bfced978f5d894e60bfd724,2025-06-26 20:57:08,Otros,35-44,20k-35k,Asalariado consolidado,Media,69.65,0
PR006466,360eb2e661f81009555af01da857da77,20340296bf2d8cc22f869370,96b70a66ed6454c0fa61126e,2025-09-07 21:41:33,Nuevo León,25-34,50k+,Joven digital,Media,81.73,0
PR006467,65743ba7b02d4ab5bac207dcf57d3f3d,3f2d4855ef40977ecad3d0f4,4ed6d6f86d885e1228c6f72a,2025-09-02 07:27:11,Querétaro,35-44,50k+,Prospecto informativo,Baja,63.29,0
PR006468,a712d0226db3e95d0274fc930d88e250,28e921d4407668fc1f0c70a3,cdc832e098bec35fba27b063,2025-09-30 15:01:38,Otros,25-34,10k-20k,Cliente existente digital,Baja,61.24,1
PR006469,869af35c1877b1259d1765463c0e28ec,a3ec5996d2d92d0b65c40f2b,baef66edaee55d39a2a820e8,2025-11-28 05:30:51,Chihuahua,25-34,50k+,Joven digital,Media,80.33,0
PR006470,3723cedd96a61cc213847285f3fe8bf5,438b226ded8a309b6ec827b1,ff2ad5bcb30b2666324a4c3c,2025-06-24 22:54:33,CDMX,18-24,50k+,Joven digital,Media,90.32,0
PR006471,2c5115908f2ea08f78a54e7be0385356,e3cc4a98f025d78d33f908b0,01a08b31e2f99f65f449425b,2025-03-05 15:39:23,Otros,25-34,35k-50k,Prospecto informativo,Baja,62.25,0
PR006472,33a0e5df6170d4a927398d75c49815b5,7cca6e0e0e4664feb9d18531,b9756ee2a57f0803d3d12cf9,2025-10-04 17:28:02,CDMX,25-34,50k+,Joven digital,Media,70.67,0
PR006473,431886960d65a0db7b35cdc9838427b9,7876b3e9e2b57eb7030bb5ab,fc7bf416f50dbf1588f2507d,2025-05-12 19:40:43,Querétaro,35-44,20k-35k,Asalariado consolidado,Alta,84.27,0
PR006474,e212608e9d115fa7e3a98d773835a35a,fd180b97a9f0156b45e47bfe,b283514fbae703e8e19f28e0,2025-09-20 12:15:11,Querétaro,35-44,0-10k,Prospecto informativo,Media,41.16,0
PR006475,7548986052956025c22bb609263f4517,614a176e3d0b0ddecc7df11a,14b6751c8a47f67b5af32d51,2025-06-19 20:59:53,Chihuahua,35-44,35k-50k,Cliente existente digital,Media,89.06,1
PR006476,8965bbbd440e4be836c8a41c20ce3bb6,6286d0eae567a5a3fc5221ab,c9c61fac72a502aa9515b0b4,2025-11-08 16:48:53,CDMX,25-34,10k-20k,Joven digital,Media,59.16,0
PR006477,d649e14a1a50381c82519e446461f18c,0216280b0d04fa18c640923d,eb8dea273f35129df181ddfd,2025-09-21 06:33:11,Jalisco,45-54,50k+,Ahorro alto potencial,Alta,98.0,0
PR006478,96ffe23c935bcf6042891a83909349e1,e982679697db6be109b1b9ce,6d43b925dbceb726362e3987,2025-07-08 19:03:25,Baja California,45-54,20k-35k,Asalariado consolidado,Baja,58.83,0
PR006479,ad70b033f3866e0e0ef2ed1e41c1e8e6,74903f3b05f095449b02c029,865a255682afb5e79c72f260,2025-03-19 01:27:18,CDMX,35-44,20k-35k,Asalariado consolidado,Baja,53.67,0
PR006480,44212d1fead7f4f548a07da80bcb4c6c,2edca5998dc2dce549b30646,9be14cbcb91704c16a9f1f99,2025-09-02 03:19:13,Estado de México,35-44,35k-50k,Asalariado consolidado,Media,77.62,0
PR006481,b227e6ba36b3245f38b749a8b981f46c,23fbf074437c32fd98bc1b1c,24a36cae57075299ada06001,2025-05-06 13:49:37,Baja California,45-54,10k-20k,Baja intención masivo,Baja,37.64,0
PR006482,07b09396a0e2da84c802523a817706fb,9d9705bee83cdddd212b2d0f,b08b85fdad2a16072d9c1416,2025-03-11 19:40:07,Veracruz,35-44,0-10k,Baja intención masivo,Baja,32.61,0
PR006483,9566b813807c827fa74eb32b2cc8b6f0,8a153efcf0a6fe7c63f82920,dbf9e5d842ad0b3946c31e3b,2025-08-21 17:36:45,Jalisco,25-34,35k-50k,Joven digital,Alta,78.12,0
PR006484,f1ffbd53f9787005210f82b7dd95d03d,a6fc25e7555fb2249810a7bb,52914bc5aaa4a86aa1992754,2025-07-19 03:41:46,Nuevo León,35-44,10k-20k,Prospecto informativo,Media,68.86,0
PR006485,6098cfd4a222f9588efa0093ffee1696,cb87f9b217e9ec50917bc107,94dfc7e1a427bd688e88abe5,2025-05-30 15:40:05,Otros,18-24,35k-50k,Prospecto informativo,Baja,28.45,0
PR006486,613b33512f3180bcc209d1ea339e6629,ba9541ede7a34bc01ba6b672,d6220871f8dcc4e3eb8e8093,2025-11-02 04:32:57,Estado de México,45-54,50k+,Prospecto informativo,Baja,42.29,0
PR006487,256b7695417db4338892d3d7a079c7bb,210cde989541a41ff529777a,86f134493baa90d8c051da37,2025-11-30 10:34:27,CDMX,35-44,10k-20k,Cliente existente digital,Media,73.59,1
PR006488,5a5cdb36aeb1604bb5283cfa7faac2ef,4a4770f000a88db933936dee,0f48a5de23ef3d532acdf1e6,2025-05-08 00:51:51,Jalisco,55+,20k-35k,Prospecto informativo,Media,55.15,0
PR006489,b31612f35a5a233e9d5da73b4079d26b,d20d89a43e12178aec873b02,095fa7de38d7ed455d71ee2b,2025-11-13 03:30:50,Estado de México,18-24,0-10k,Baja intención masivo,Baja,19.98,0
PR006490,085c39386b4f1e0fa16b78a5c01ad4b7,14fdb97806a52c6401d5ccb6,b81e718c5f6753867f004a82,2025-08-18 12:58:15,Otros,35-44,35k-50k,Ahorro alto potencial,Alta,85.01,0
PR006491,b52cfb714c09da830c0cc1f567056890,73885d630ff9dc6c2873155d,cdeec5cfe2d75701c25e42a6,2025-10-24 02:31:15,Nuevo León,35-44,10k-20k,Prospecto informativo,Alta,63.87,0
PR006492,f482702ec09d028fe929446d0f22a188,87d9223651bfd396bb771f4e,8fc04e74bdb77d091a8f88dc,2025-07-29 12:04:02,CDMX,45-54,10k-20k,Baja intención masivo,Baja,22.43,0
PR006493,1040b0fb5266f9c35c2f4b11385af698,19277270732ec5527eb67be8,c3d7cde7991cec21c64384ac,2025-10-10 13:43:42,Puebla,45-54,35k-50k,Asalariado consolidado,Media,65.9,0
PR006494,aae21ac5230b4eef411556696ecf39a8,0da9d3b1ca6ef08dc9b9d343,5e1e21877df6c65f4bcafec1,2025-05-24 04:15:32,CDMX,25-34,10k-20k,Baja intención masivo,Baja,30.34,0
PR006495,f18d67c511827c62c30c8f59920d9ea5,6b1e5d366051e209fb86d5e2,3d060ec2297abc85c9ccd6c6,2025-02-21 17:12:27,Nuevo León,55+,35k-50k,Ahorro alto potencial,Alta,78.59,0
PR006496,34086a3add64ac393c1d461144f2cde9,5939f7971c27ec41f9f0c06f,e936e65896b2c1053b4ccd0b,2025-05-25 00:49:18,Otros,55+,10k-20k,Prospecto informativo,Media,48.65,0
